Year,Player,Tm,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,VBD,PosRank,OvRank,Height (inches),Weight,Height ft2,Height in2,Hometown,Home state,"town, state",Birth Zip Code,College,College Wins (1999-2013),College Losses (1999-2013),Conference,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Ten Yd,Arms,Hands,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2011,Manase Tonga,OAK,27,11,3,0,0,0,0,0,1,12,12,0,3,18,6,0,RB,3,,133,,12,245,#N/A,#N/A,San Mateo,CA,"San Mateo, CA",94401,BYU,122,67,Independent,2/28/1984,0,0,0,4.84,0,31.875,9.375,19,32,105,4.69,7.44
2011,John Beck,WAS,30,4,3,80,132,858,2,4,10,43,4.3,2,0,0,,0,QB,53,,38,,74,215,6,2,Hayward,CA,"Hayward, CA",94540,BYU,122,67,Independent,8/21/1981,2,2007,30,4.75,0,0,0,0,29.5,111,4.17,6.81
2006,Itula Mili,SEA,33,10,2,0,0,0,0,0,0,0,,0,10,69,6.9,0,TE,7,,68,,76,260,#N/A,#N/A,Kahuku,HI,"Kahuku, HI",96731,BYU,122,67,Independent,4/20/1973,6,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Spencer Nead,STL,26,10,0,0,0,0,0,0,0,0,,0,1,6,6,0,RB,1,,142,,76,259,6,5,Tacoma,WA,"Tacoma, WA",98401,BYU,122,67,Independent,11/3/1977,7,2003,0,4.86,0,0,0,28.5,28.5,102,4.34,7.37
2006,Gabe Reid,CHI,29,13,1,0,0,0,0,0,0,0,,0,4,37,9.25,0,TE,4,,80,,76,260,6,4,Pago Pago,American Samoa,"Pago Pago, American Samoa",#N/A,BYU,122,67,Independent,5/28/1977,0,0,0,4.82,0,0,0,23,37,119,4.32,7.49
2007,Chas Gessner,TAM,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,171,,77,215,#N/A,#N/A,Washington,DC,"Washington, DC",20001,Brown,#N/A,#N/A,Ivy League,8/17/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Colin Cloherty,JAX,24,4,1,0,0,0,0,0,0,0,,0,4,57,14.25,0,TE,6,,71,,74,245,#N/A,#N/A,Bethesda,MD,"Bethesda, MD",20810,Brown,#N/A,#N/A,Ivy League,9/16/1987,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,James Develin,NWE,25,16,6,0,0,0,0,0,4,10,2.5,1,4,62,15.5,0,RB,13,,104,,75,251,#N/A,#N/A,0,,"0, ",#N/A,Brown,#N/A,#N/A,Ivy League,1/0/00,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Jay Fiedler,NYJ,34,2,0,8,13,107,1,0,1,0,0,0,0,0,,0,QB,8,,62,,74,0,#N/A,#N/A,Oceanside,NY,"Oceanside, NY",11572,Dartmouth,#N/A,#N/A,Ivy League,12/29/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Casey Cramer,MIA,26,9,2,0,0,0,0,0,0,0,,0,2,3,1.5,1,RB,6,,119,,74,235,#N/A,#N/A,Middleton,WI,"Middleton, WI",53562,Dartmouth,#N/A,#N/A,Ivy League,1/5/1982,7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Chris Eitzmann,NWE,23,5,1,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,95,,77,255,#N/A,#N/A,Belleville,KS,"Belleville, KS",66935,Harvard,#N/A,#N/A,Ivy League,4/1/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Ryan Fitzpatrick,BUF,30,16,16,306,505,3400,24,16,48,197,4.1,1,0,0,,0,QB,214,,20,,74,0,6,3,Gilbert,AZ,"Gilbert, AZ",85233,Harvard,#N/A,#N/A,Ivy League,1/0/00,7,0,48,4.86,0,0,0,0,30.5,105,4.07,7.09
2008,Clifton Dawson,IND,25,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,161,,70,212,#N/A,#N/A,Scarborough,Canada,"Scarborough, Canada",#N/A,Harvard,#N/A,#N/A,Ivy League,10/8/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Kyle Juszczyk,BAL,22,16,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,166,,74,248,#N/A,#N/A,0,,"0, ",#N/A,Harvard,#N/A,#N/A,Ivy League,1/0/00,4,2013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Jason Garrett,NYG,34,2,0,0,0,0,0,0,4,-4,-1,0,0,0,,0,QB,,,82,,74,200,#N/A,#N/A,Abington,PA,"Abington, PA",19001,Princeton,#N/A,#N/A,Ivy League,3/28/1966,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Keith Elias,IND,27,14,0,0,0,0,0,0,13,28,2.15,0,4,16,4,0,RB,4,,122,,69,203,#N/A,#N/A,Lacey Township,NJ,"Lacey Township, NJ",#N/A,Princeton,#N/A,#N/A,Ivy League,2/3/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,John Dekker,PIT,24,3,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,97,,77,250,#N/A,#N/A,Greenfield,WI,"Greenfield, WI",#N/A,Princeton,#N/A,#N/A,Ivy League,5/15/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Eric Johnson,NOR,28,14,12,0,0,0,0,0,0,0,,0,48,378,7.88,2,TE,50,,24,,75,256,6,1,Needham,MA,"Needham, MA",2492,Yale,#N/A,#N/A,Ivy League,9/15/1979,7,2001,0,4.6,0,0,0,12,38,121,4.17,6.96
2006,Chris Hetherington,SFO,34,3,2,0,0,0,0,0,0,0,,0,2,0,0,0,RB,,,171,,75,245,#N/A,#N/A,North Branford,CT,"North Branford, CT",6471,Yale,#N/A,#N/A,Ivy League,11/27/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Nate Lawrie,CIN,27,8,3,0,0,0,0,0,0,0,,0,2,11,5.5,0,TE,1,,88,,79,256,6,6,Indianapolis,IN,"Indianapolis, IN",46201,Yale,#N/A,#N/A,Ivy League,10/7/1981,6,0,0,4.87,0,0,0,23,34,117,4.12,6.71
2006,Jim Finn,NYG,30,16,11,0,0,0,0,0,2,14,7,0,8,54,6.75,0,RB,7,,116,,73,245,5,10,Teaneck,NJ,"Teaneck, NJ",7666,Pennsylvania,#N/A,#N/A,Ivy League,12/9/1976,7,1999,0,4.62,0,0,0,24,31.5,108,4.21,7.18
2007,Joe Horn,ATL,35,12,12,0,0,0,0,0,0,0,,0,27,243,9,1,WR,30,,100,,73,206,#N/A,#N/A,New Haven,CT,"New Haven, CT",6501,Itawamba JC,#N/A,#N/A,Junior College,1/16/1972,5,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Anthony Armstrong,WAS,28,14,2,0,0,0,0,0,2,19,9.5,0,7,103,14.71,2,WR,24,,119,,12,175,#N/A,#N/A,Indianapolis,IN,"Indianapolis, IN",46201,West Texas A&M,#N/A,#N/A,Lone Star Conference,3/29/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Khiry Robinson,NOR,24,10,0,0,0,0,0,0,54,224,4.15,1,0,0,,0,RB,28,,80,,73,220,#N/A,#N/A,Midland,TX,"Midland, TX",79701,West Texas A&M,#N/A,#N/A,Lone Star Conference,12/28/1989,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Charly Martin,SEA,28,4,1,0,0,0,0,0,0,0,,0,4,42,10.5,0,WR,4,,162,,73,212,#N/A,#N/A,Walla Walla,WA,"Walla Walla, WA",99362,West Texas A&M,#N/A,#N/A,Lone Star Conference,7/30/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Keith Null,STL,24,4,4,73,119,566,3,9,5,6,1.2,0,0,0,,0,QB,17,,50,,76,222,#N/A,#N/A,Travis County,TX,"Travis County, TX",#N/A,West Texas A&M,#N/A,#N/A,Lone Star Conference,9/24/1985,6,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Bruce Gradkowski,CIN,29,3,0,5,11,65,0,0,4,-2,-0.5,0,0,0,,0,QB,2,,55,,73,0,6,2,Pittsburgh,PA,"Pittsburgh, PA",15201,Toledo,112,72,MAC,1/0/00,6,2006,0,4.59,0,0,0,0,34,107,4.16,7.13
2012,Andrew Hawkins,CIN,26,14,2,0,0,0,0,0,6,30,5,0,51,533,10.45,4,WR,80,,60,,67,175,#N/A,#N/A,Johnstown,PA,"Johnstown, PA",15901,Toledo,112,72,MAC,6/23/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Lance Moore,NOR,29,15,7,0,0,0,0,0,0,0,,0,65,1041,16.02,6,WR,140,22,20,58,69,177,#N/A,#N/A,Columbus,OH,"Columbus, OH",43085,Toledo,112,72,MAC,6/25/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Eric Page,TAM,22,16,1,0,0,0,0,0,2,14,7,0,4,68,17,0,WR,4,,172,,70,180,#N/A,#N/A,Holland,OH,"Holland, OH",43528,Toledo,112,72,MAC,1/0/00,0,0,0,4.5,0,29,9,15,30,112,3.98,6.95
2012,Danny Noble,TAM,23,4,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,107,,77,248,#N/A,#N/A,Elyria,OH,"Elyria, OH",44035,Toledo,112,72,MAC,9/4/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Carl Ford,CHI,25,10,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,157,,73,183,#N/A,#N/A,Monroe,MI,"Monroe, MI",48161,Toledo,112,72,MAC,10/8/1980,7,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Chester Taylor,ARI,32,12,1,0,0,0,0,0,20,77,3.85,1,14,91,6.5,0,RB,23,,89,,12,213,5,11,River Rouge,MI,"River Rouge, MI",48218,Toledo,112,72,MAC,9/22/1979,6,2002,0,4.58,0,0,0,22,33,114,0,0
2012,Jalen Parmele,JAX,27,11,2,0,0,0,0,0,40,143,3.58,0,7,60,8.57,0,RB,20,,100,,73,224,6,1,Midland,MI,"Midland, MI",48640,Toledo,112,72,MAC,8/11/2000,6,2008,0,4.47,0,0,0,19,34,125,4.29,6.96
2012,Nathan Palmer,IND,23,5,0,0,0,0,0,0,0,0,,0,1,-4,-4,0,WR,,,208,,71,195,#N/A,#N/A,Elkhart,IN,"Elkhart, IN",46514,Northern Illinois,119,69,MAC,7/13/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Mitch Jacoby,KAN,26,5,0,0,0,0,0,0,0,0,,0,1,6,6,0,TE,1,,88,,76,260,#N/A,#N/A,Port Washington,WI,"Port Washington, WI",53074,Northern Illinois,119,69,MAC,12/8/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Jake Nordin,DET,25,4,1,0,0,0,0,0,0,0,,0,2,26,13,0,TE,3,,82,,75,261,#N/A,#N/A,Lake Lillian,MN,"Lake Lillian, MN",56253,Northern Illinois,119,69,MAC,7/8/1984,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Michael Turner,ATL,30,16,16,0,0,0,0,0,222,800,3.6,10,19,128,6.74,1,RB,157,40,17,43,70,237,5,11,Waukegan,IL,"Waukegan, IL",60079,Northern Illinois,119,69,MAC,8/24/2000,5,2004,0,4.49,0,0,0,22,31,114,4.21,7.54
2010,Britt Davis,DEN,24,3,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,189,,75,205,#N/A,#N/A,Melrose Park,IL,"Melrose Park, IL",60160,Northern Illinois,119,69,MAC,8/23/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Justin McCareins,TEN,30,14,10,0,0,0,0,0,2,8,4,0,30,412,13.73,0,WR,42,,83,,74,215,6,2,Evanston,IL,"Evanston, IL",60201,Northern Illinois,119,69,MAC,12/1/1978,4,2001,0,4.51,0,0,0,0,41,129,3.99,7.06
2004,Darrell Hill,TEN,25,14,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,153,,75,200,#N/A,#N/A,Chicago,IL,"Chicago, IL",60290,Northern Illinois,119,69,MAC,6/19/1979,7,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,P.J. Fleck,SFO,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,173,,70,191,#N/A,#N/A,Sugar Grove,IL,"Sugar Grove, IL",60554,Northern Illinois,119,69,MAC,11/29/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,LeShon Johnson,NYG,28,16,4,0,0,0,0,0,61,143,2.34,2,12,86,7.17,1,RB,41,,68,,73,205,#N/A,#N/A,Tulsa,OK,"Tulsa, OK",74101,Northern Illinois,119,69,MAC,1/15/1971,3,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Sam Hurd,CHI,26,12,0,0,0,0,0,0,0,0,,0,8,109,13.63,0,WR,11,,134,,74,187,#N/A,#N/A,San Antonio,TX,"San Antonio, TX",78201,Northern Illinois,119,69,MAC,4/24/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Brad Cieslak,CLE,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,109,,75,262,#N/A,#N/A,Long Grove,IL,"Long Grove, IL",#N/A,Northern Illinois,119,69,MAC,7/1/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Taylor Price,NWE,23,1,0,0,0,0,0,0,0,0,,0,3,41,13.67,0,WR,4,,155,,73,204,6,1,Hilliard,OH,"Hilliard, OH",43026,Ohio,#N/A,#N/A,MAC,10/8/1987,3,2010,0,4.4,0,31.25,9.5,16,37,114,4.34,6.82
2012,LaVon Brazill,IND,23,15,0,0,0,0,0,0,0,0,,0,11,186,16.91,1,WR,23,,118,,71,192,#N/A,#N/A,Lantana,FL,"Lantana, FL",#N/A,Ohio,#N/A,#N/A,MAC,7/10/2000,6,2012,0,4.43,0,32,9.75,11,32.5,0,0,0
2005,Darnerien McCants,PHI,27,12,0,0,0,0,0,0,0,0,,0,5,87,17.4,0,WR,9,,127,,75,214,#N/A,#N/A,Gambrills,MD,"Gambrills, MD",21054,Delaware St.,#N/A,#N/A,MEAC,8/1/1978,5,2001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Terry Mickens,OAK,28,16,3,0,0,0,0,0,0,0,,0,20,261,13.05,0,WR,26,,98,,73,201,#N/A,#N/A,Tallahassee,FL,"Tallahassee, FL",32301,Florida A&M,#N/A,#N/A,MEAC,2/21/1971,5,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Quinn Gray,KAN,29,1,0,7,8,76,1,0,1,27,27,0,0,0,,0,QB,10,,54,,75,246,#N/A,#N/A,Fort Lauderdale,FL,"Fort Lauderdale, FL",33301,Florida A&M,#N/A,#N/A,MEAC,5/21/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Kerry Taylor,2TM,24,10,4,0,0,0,0,0,0,0,,0,22,229,10.41,1,WR,29,,118,,73,197,#N/A,#N/A,0,,"0, ",#N/A,Hamilton,#N/A,#N/A,MEAC,1/0/00,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Jerome Mathis,HOU,24,3,0,0,0,0,0,0,0,0,,0,1,15,15,0,WR,2,,146,,12,181,5,11,Petersburg,VA,"Petersburg, VA",23803,Hampton,#N/A,#N/A,MEAC,7/26/1983,4,2005,0,4.26,0,0,0,0,35.5,123,0,0
2008,Alonzo Coleman,DAL,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,160,,70,204,5,10,South Boston,VA,"South Boston, VA",24592,Hampton,#N/A,#N/A,MEAC,1/27/1984,0,0,0,4.49,0,0,0,27,0,120,0,0
2010,Onrea Jones,ARI,27,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,178,,71,202,#N/A,#N/A,Clarksville,TN,"Clarksville, TN",37040,Hampton,#N/A,#N/A,MEAC,12/22/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Visanthe Shiancoe,NWE,32,4,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,95,,76,250,6,5,Laurel,MD,"Laurel, MD",20707,Morgan St.,#N/A,#N/A,MEAC,9/6/2000,3,0,0,4.65,0,0,0,28,39.5,120,4.31,7.09
2010,Chad Simpson,WAS,25,3,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,150,,69,216,5,9,Miami,FL,"Miami, FL",33101,Morgan St.,#N/A,#N/A,MEAC,8/22/1985,0,0,0,4.4,0,0,0,0,32.5,124,0,0
2006,Jamal Jones,NOR,25,12,1,0,0,0,0,0,0,0,,0,6,108,18,1,WR,17,,110,,73,214,#N/A,#N/A,Washington,DC,"Washington, DC",20001,North Carolina A&T,#N/A,#N/A,MEAC,4/24/1981,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Michael Basnight,CIN,22,13,1,0,0,0,0,0,62,308,4.97,0,16,172,10.75,0,RB,48,,58,,73,235,6,1,Norfolk,VA,"Norfolk, VA",23501,North Carolina A&T,#N/A,#N/A,MEAC,9/3/1977,0,0,0,4.6,0,0,0,34.5,34.5,118,4.42,7.34
2002,Maurice Smith,ATL,26,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,153,,73,235,#N/A,#N/A,Palmyra,NC,"Palmyra, NC",#N/A,North Carolina A&T,#N/A,#N/A,MEAC,9/7/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Shannon Sharpe,DEN,35,15,15,0,0,0,0,0,0,0,,0,62,770,12.42,8,TE,125,60,2,26,74,228,#N/A,#N/A,Chicago,IL,"Chicago, IL",60290,Savannah St.,#N/A,#N/A,MEAC,6/26/1968,7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Kenny Bynum,SDG,26,14,0,0,0,0,0,0,7,26,3.71,0,2,13,6.5,0,RB,4,,120,,71,191,#N/A,#N/A,Gainesville,FL,"Gainesville, FL",32601,South Carolina St.,#N/A,#N/A,MEAC,5/29/1974,0,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Yancey Thigpen,TEN,31,12,0,0,0,0,0,0,0,0,,0,15,289,19.27,2,WR,41,,73,,73,208,#N/A,#N/A,Tarboro,NC,"Tarboro, NC",27886,Winston-Salem St.,#N/A,#N/A,MEAC,8/15/1969,0,1991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Richard Huntley,DET,30,3,1,0,0,0,0,0,3,4,1.33,0,0,0,,0,RB,,,136,,71,224,#N/A,#N/A,Monroe,NC,"Monroe, NC",28110,Winston-Salem St.,#N/A,#N/A,MEAC,9/18/1972,4,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Oronde Gadsden,MIA,32,6,0,0,0,0,0,0,0,0,,0,4,48,12,0,WR,5,,136,,74,215,#N/A,#N/A,Charleston,SC,"Charleston, SC",29401,Winston-Salem St.,#N/A,#N/A,MEAC,8/20/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Chris Greisen,ARI,24,3,0,6,10,65,1,0,1,1,1,0,0,0,,0,QB,7,,58,,75,227,6,3,Sturgeon Bay,WI,"Sturgeon Bay, WI",54235,NW Missouri St.,#N/A,#N/A,Mid-American,7/2/1976,0,1999,27,5.09,0,0,0,30.5,30.5,108,4.33,7.29
2007,Jamaica Rector,ARI,26,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,172,,12,186,5,10,Celeste,TX,"Celeste, TX",75423,NW Missouri St.,#N/A,#N/A,Mid-American,8/10/1981,0,0,0,4.47,0,0,0,17,36.5,122,4.14,6.8
2009,Xavier Omon,BUF,24,5,0,0,0,0,0,0,5,22,4.4,0,0,0,,0,RB,2,,129,,71,226,5,11,San Diego,CA,"San Diego, CA",92101,NW Missouri St.,#N/A,#N/A,Mid-American,2/15/1985,6,0,0,4.52,0,0,0,17,31,112,0,0
2011,Naaman Roosevelt,BUF,24,11,0,0,0,0,0,0,0,0,,0,16,257,16.06,1,WR,32,,107,,73,189,#N/A,#N/A,Buffalo,NY,"Buffalo, NY",14201,Buffalo,47,131,Mid-American,12/24/1987,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,James Starks,GNB,26,6,2,0,0,0,0,0,71,255,3.59,1,4,31,7.75,0,RB,35,,78,,73,203,6,2,Niagara Falls,NY,"Niagara Falls, NY",14301,Buffalo,47,131,Mid-American,7/21/2000,6,2010,0,4.5,0,33.75,9.5,15,36,119,4.23,6.89
2004,Drew Haddad,BUF,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,167,,71,187,#N/A,#N/A,Cleveland,OH,"Cleveland, OH",44101,Buffalo,47,131,Mid-American,8/15/1978,7,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Jake Schifino,TEN,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,161,,73,201,6,1,Pittsburgh,PA,"Pittsburgh, PA",15201,Akron,66,111,Mid-American,11/15/1979,5,2002,0,4.49,1.58,0,0,0,0,0,0,0
2001,Jamie Reader,PHI,27,16,0,0,0,0,0,0,0,0,,0,2,14,7,0,RB,1,,126,,73,238,#N/A,#N/A,Washington,DC,"Washington, DC",20001,Akron,66,111,Mid-American,5/4/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Charlie Frye,OAK,28,3,3,53,87,581,1,4,4,41,10.25,0,0,0,,0,QB,23,,48,,76,0,6,4,Willard,OH,"Willard, OH",44888,Akron,66,111,Mid-American,8/28/1981,3,2005,38,4.79,0,0,0,0,33,113,4.09,6.95
2012,Domenik Hixon,NYG,28,13,3,0,0,0,0,0,0,0,,0,39,567,14.54,2,WR,69,,63,,74,192,#N/A,#N/A,Neukirchen,Germany,"Neukirchen, Germany",#N/A,Akron,66,111,Mid-American,7/10/2000,4,2006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Bernie Parmalee,NYJ,33,14,0,0,0,0,0,0,27,87,3.22,2,9,66,7.33,0,RB,27,,73,,71,201,#N/A,#N/A,Jersey City,NJ,"Jersey City, NJ",7097,Ball St.,81,99,Mid-American,9/16/1967,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Dante Ridgeway,NYJ,21,8,0,0,0,0,0,0,0,0,,0,2,26,13,0,WR,3,,141,,71,206,5,11,Chicago,IL,"Chicago, IL",60290,Ball St.,81,99,Mid-American,4/18/1984,6,2005,0,4.57,0,0,0,0,33,117,4.39,7.27
2009,Darius Hill,CIN,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,104,,78,236,#N/A,#N/A,St. Charles,MO,"St. Charles, MO",#N/A,Ball St.,81,99,Mid-American,8/26/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Tory Humphrey,NOR,27,6,2,0,0,0,0,0,0,0,,0,1,12,12,0,TE,1,,91,,74,257,#N/A,#N/A,Saginaw,MI,"Saginaw, MI",48601,Central Michigan,83,100,Mid-American,1/20/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jake O'Connell,KAN,27,8,0,0,0,0,0,0,0,0,,0,3,18,6,0,TE,2,,82,,76,255,#N/A,#N/A,Naples,FL,"Naples, FL",34101,Miami (OH),84,99,Mid-American,9/11/2000,7,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Travis Prentice,MIN,25,14,0,0,0,0,0,0,14,13,0.93,2,1,10,10,0,RB,14,,94,,71,221,6,1,Louisville,KY,"Louisville, KY",40201,Miami (OH),84,99,Mid-American,12/8/1976,3,2000,0,4.5,0,0,0,37,37,115,4.4,6.92
2012,Tom Crabtree,GNB,27,14,6,0,0,0,0,0,0,0,,0,8,203,25.38,3,TE,38,,38,,77,244,#N/A,#N/A,Columbus,OH,"Columbus, OH",43085,Miami (OH),84,99,Mid-American,8/31/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Ben Roethlisberger,PIT,30,13,13,284,449,3265,26,8,26,92,3.54,0,0,0,,0,QB,224,,19,,77,0,6,5,Findlay,OH,"Findlay, OH",45839,Miami (OH),84,99,Mid-American,1/0/00,1,2004,25,4.75,0,0,0,0,0,0,0,0
2006,Martin Nance,MIN,23,1,1,0,0,0,0,0,0,0,,0,4,33,8.25,0,WR,3,,136,,77,215,6,4,Maryland Heights,MO,"Maryland Heights, MO",63043,Miami (OH),84,99,Mid-American,5/26/1983,0,0,0,4.55,0,0,0,0,33.5,112,4.09,6.91
2002,Trevor Gaylor,ATL,25,13,2,0,0,0,0,0,0,0,,0,25,385,15.4,3,WR,57,,73,,75,195,6,3,St. Louis,MO,"St. Louis, MO",63101,Miami (OH),84,99,Mid-American,11/3/1977,4,2000,0,4.56,0,0,0,37.5,37.5,121,4.29,7.03
2008,Steve Sanders,CLE,26,5,0,0,0,0,0,0,0,0,,0,1,18,18,0,WR,2,,148,,75,201,#N/A,#N/A,Cleveland,OH,"Cleveland, OH",44101,Bowling Green,100,83,Mid-American,12/23/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
